CHAMADO,ID DETENTORA,SITE,STATUS,VALIDADE,ENDEREÇO,CLUSTER,SUPERVISOR
417077,TCMGIIN0001,MGING01,Liberado,22/09/2026,A -- SN,SUL,Adriano Francisco de Paula
427574,TCMGBHO0003,MGBEL03,Aguardando Aprovação,07/10/2026,AFONSO PENA SN,BH,Renato Parreiras
417122,TCMGSBA0001,MGSBA01,Liberado,22/09/2026,AIMORES,SUL,Adriano Francisco de Paula
427666,TCMGNLM0004,MGNVL32,Aguardando Aprovação,07/10/2026,ALAMEDA DA SERRA 405,BH,Renato Parreiras
427662,TCMGMTL0002,MGMTL02,Aguardando Aprovação,07/10/2026,ALAMEDA DAS FALCATAS SN,BH,Renato Parreiras
427677,TCMGRBN0002,MGRBN08,Aguardando Aprovação,07/10/2026,ALAMEDA DOS CARDEAIS 400,BH,Rafael Porto Alves da Cruz
427676,TCMGRBN0001,MGRBN03,Aguardando Aprovação,07/10/2026,ALAMEDA DOS MERGULHOES 184,BH,Rafael Porto Alves da Cruz
427996,TCMGACP0001,MGACP01,Aguardando Aprovação,17/10/2026,ALTO CAPARAO 36979000 SN,LESTE,Paulo De Freitas Pereira
417033,TCMGBRE0002,MGALB80,Liberado,22/09/2026,ALTO DA TORRE- S/N,SUL,Adriano Francisco de Paula
427997,TCMGADM0001,MGADM01,Aguardando Aprovação,17/10/2026,ALVORADA DE MINAS 39140000- SN,LESTE,Paulo De Freitas Pereira
428070,TCMGIPG0005,MGIPG03,Aguardando Aprovação,17/11/2026,AMAZONAS,LESTE,Paulo De Freitas Pereira
427616,TCMGBHO0060,MGSAVS1,Aguardando Aprovação,07/10/2026,ANTONIO DE ALBUQUERQUE 1524,BH,Renato Parreiras
427973,TCMGCTU0001,MGCTU80,Aguardando Aprovação,17/11/2026,ANTONIO FRANCISCO BATISTA- S/N,NORTE,Paulo De Freitas Pereira
417081,TCMGILI0002,MGILI02,Liberado,22/09/2026,ARILDO VILELA MOSCARDINI- SN,SUL,Adriano Francisco de Paula
427785,TCMGSLG0004,MGSLG07,Aguardando Aprovação,07/10/2026,ARIO MARO 363,METROPOLITANO,Leandro de Menezes Assunção
427638,TCMGBHO0081,MGSAV23,Aguardando Aprovação,07/10/2026,AV AFONSO PENA 2300,BH,Renato Parreiras
427602,TCMGBHO0044,MGPAM07,Aguardando Aprovação,07/10/2026,AV PRESIDENTE ANTONIO CARLOS 7781,BH,Rafael Porto Alves da Cruz
427692,TTMGBHO0001,MGCJA41,Aguardando Aprovação,07/10/2026,AV PRUDENTE DE MORAIS 44,BH,Renato Parreiras
427921,TCMGIUA0002,MGIUA04,Aguardando Aprovação,18/10/2026,AVENIDA  29 X AVENIDA  36- SN,OESTE,Arthur Gomes de Paulo
427626,TCMGBHO0070,MGPAM28,Aguardando Aprovação,07/10/2026,AVENIDA  ABRAHAO CARAM 820- SN,BH,Rafael Porto Alves da Cruz
427944,TCMGUBE0009,MGULA16,Aguardando Aprovação,18/10/2026,AVENIDA  AFONSO PENA SN,OESTE,Arthur Gomes de Paulo
427950,TCMGURA0001,MGURA04,Aguardando Aprovação,18/10/2026,AVENIDA  ALEXANDRE BARBOSA SN,OESTE,Arthur Gomes de Paulo
427585,TCMGBHO0020,MGCEN17,Aguardando Aprovação,07/10/2026,AVENIDA  ALFREDO BALENA- 189,BH,Renato Parreiras
417061,TCMGDFS0001,MGDFS01,Liberado,22/09/2026,AVENIDA  ANTENOR PEREIRA MORAIS- SN,SUL,Adriano Francisco de Paula
417135,TCMGSSQ0001,MGSSQ01,Liberado,22/09/2026,AVENIDA  AQUINO ANTONO DE CARVALHO SN,SUL,Adriano Francisco de Paula
427577,TCMGBHO0006,MGBEL20,Aguardando Aprovação,07/10/2026,AVENIDA  BANDEIRANTES 1485,BH,Renato Parreiras
427744,TCMGJML0001,MGJML02,Aguardando Aprovação,07/10/2026,AVENIDA  CARANDAI- 1115,METROPOLITANO,Arthur Santos de Oliveira
427595,TCMGBHO0036,MGFTA02,Aguardando Aprovação,07/10/2026,AVENIDA  CONTAGEM- 360,BH,Rafael Porto Alves da Cruz
427599,TCMGBHO0041,MGFTA25,Aguardando Aprovação,07/10/2026,AVENIDA  CONTORNO- 2333,BH,Rafael Porto Alves da Cruz
427784,TCMGSLG0003,MGSLG06,Aguardando Aprovação,07/10/2026,AVENIDA  CORNELIO VIANA SN,METROPOLITANO,Leandro de Menezes Assunção
417088,TCMGLAV0001,MGLAV03,Liberado,22/09/2026,AVENIDA  CORONEL JUVENTINO DIAS TEIXEIRA- SN,SUL,Adriano Francisco de Paula
427594,TCMGBHO0035,MGDCA12,Aguardando Aprovação,07/10/2026,AVENIDA  DOM JOSE GASPAR 500,BH,Renato Parreiras
427980,TCMGJQU0001,MGJQU01,Aguardando Aprovação,17/11/2026,AVENIDA  DOS ANDRADAS- SN,NORTE,Paulo De Freitas Pereira
417032,TCMGBRA0001,MGBRS01,Liberado,22/09/2026,AVENIDA  DR CARLOS PIOLI FILHO 610,SUL,Adriano Francisco de Paula
427807,TCMGPDV0001,MGPDV01,Aguardando Aprovação,07/10/2026,AVENIDA  DR JORGE BACHA 3,SUL,Adriano Francisco de Paula
428059,TCMGGNH0001,MGGNH01,Aguardando Aprovação,17/11/2026,AVENIDA  GOERNADOR MILTON CAMPOS- 921,LESTE,Paulo De Freitas Pereira
417041,TCMGCBQ0002,MGCBQ02,Liberado,22/09/2026,AVENIDA  GOIAS- SN,SUL,Adriano Francisco de Paula
427960,TCMGMCL0007,MGMCL20,Aguardando Aprovação,17/10/2026,AVENIDA  INDUSTRIAL 975,NORTE,Paulo De Freitas Pereira
428034,TCMGSJM0001,MGSJM01,Aguardando Aprovação,17/10/2026,AVENIDA  JACOB DORNELAS NETO 323 SN,LESTE,Paulo De Freitas Pereira
427644,TCMGCTG0003,MGCTG15,Aguardando Aprovação,07/10/2026,AVENIDA  JOAO CESAR DE OLIVEIRA 3481,BH,Rafael Porto Alves da Cruz
427935,TCMGTPC0001,MGTPC02,Aguardando Aprovação,18/10/2026,AVENIDA  JOAO ELIAS DA FONSECA SN,OESTE,Arthur Gomes de Paulo
427937,TCMGUBE0002,MGULA15,Aguardando Aprovação,18/10/2026,AVENIDA  JOAO PESSOA X RUA ARAGUARI- SN,OESTE,Arthur Gomes de Paulo
428084,TCMGMTN0001,MGMNT01,Aguardando Aprovação,17/11/2026,AVENIDA  JOSE MOL- 216,LESTE,Paulo De Freitas Pereira
417030,TCMGBLH0002,MGBOT01,Liberado,22/09/2026,AVENIDA  MAJOR ALBERTO FERNANDES- 341,SUL,Adriano Francisco de Paula
427600,TCMGBHO0042,MGOUP05,Aguardando Aprovação,07/10/2026,AVENIDA  MAURETTE JOSE DOS SANTOS 237,BH,Rafael Porto Alves da Cruz
417072,TCMGFDM0001,MGFDMR1,Liberado,22/09/2026,AVENIDA  MONSENHOR MANCINI- 108,SUL,Adriano Francisco de Paula
427951,TCMGURA0004,MGURA12,Aguardando Aprovação,18/10/2026,AVENIDA  ODILON FERNANDES 205,OESTE,Arthur Gomes de Paulo
427941,TCMGUBE0006,MGULA33,Aguardando Aprovação,18/10/2026,AVENIDA  ORTIZIO BORGES SN,OESTE,Arthur Gomes de Paulo
427786,TCMGSLG0005,MGSLG18,Aguardando Aprovação,07/10/2026,AVENIDA  OTAVIO CAMPELO RIBEIRO 2801,METROPOLITANO,Leandro de Menezes Assunção
417070,TCMGFAM0001,MGFAM01,Liberado,22/09/2026,AVENIDA  PADRE JOSE NASSER- 142,SUL,Adriano Francisco de Paula
427712,TCMGDIV0007,MGDIV11,Aguardando Aprovação,07/10/2026,AVENIDA  PARANA- 1960,METROPOLITANO,Leandro de Menezes Assunção
427587,TCMGBHO0022,MGCEN25,Aguardando Aprovação,07/10/2026,AVENIDA  PARANA- 485,BH,Renato Parreiras
427816,TCMGJZF0005,MGJZF21,Aguardando Aprovação,07/10/2026,AVENIDA  PRES JUSCELINO KUBITSCHECK SN,ZONA DA MATA,André Valério de Paiva
427612,TCMGBHO0056,MGSAV13,Aguardando Aprovação,07/10/2026,AVENIDA  PRUDENTE DE MORAIS 287,BH,Renato Parreiras
427621,TCMGBHO0064,MGCJA14,Aguardando Aprovação,07/10/2026,AVENIDA  RAJA GABAGLIA 1123,BH,Renato Parreiras
427901,TCMGBHO0028,MGCJA11,Aguardando Aprovação,23/10/2026,AVENIDA  RAJA GABAGLIA- 3950,BH,Renato Parreiras
428001,TCMGAIM0001,MGAIM01,Aguardando Aprovação,17/10/2026,AVENIDA  RAUL SOARES- 310,LESTE,Paulo De Freitas Pereira
417043,TCMGCDC0002,MGCDCR1,Liberado,22/09/2026,AVENIDA  SAMUEL CARVALHO- SN,SUL,Adriano Francisco de Paula
427597,TCMGBHO0039,MGFTA18,Aguardando Aprovação,07/10/2026,AVENIDA  SANTA TEREZA 767,BH,Rafael Porto Alves da Cruz
427911,TCMGARX0002,MGARX10,Aguardando Aprovação,18/10/2026,AVENIDA  SEBASTIAO FERREIRA PINTO 420 SN,OESTE,Arthur Gomes de Paulo
427571,TCMGBET0006,MGBET20,Aguardando Aprovação,07/10/2026,AVENIDA  TAPAJOS 3470,BH,Renato Parreiras
427920,TCMGIUA0001,MGIUA03,Aguardando Aprovação,18/10/2026,AVENIDA  TREZE 658,OESTE,Arthur Gomes de Paulo
427965,TCMGMIB0001,MGMIB01,Aguardando Aprovação,17/10/2026,AVENIDA  WALDEMAR RABELO DA SILVA- SN,NORTE,Paulo De Freitas Pereira
427634,TCMGBHO0077,MGCJA16,Aguardando Aprovação,07/10/2026,AVENIDA DO CONTORNO 6777- SN,BH,Renato Parreiras
427938,TCMGUBE0003,MGULA32,Aguardando Aprovação,18/10/2026,AVENIDA JOSE ZACHARIAS JUNQUEIRA 190,OESTE,Arthur Gomes de Paulo
427637,TCMGBHO0080,MGBRT25,Aguardando Aprovação,07/10/2026,AVENIDA RAJA GABAGLIA 1686,BH,Renato Parreiras
427635,TCMGBHO0078,MGCJA17,Aguardando Aprovação,07/10/2026,AVENIDA RAJA GABAGLIA 2640,BH,Renato Parreiras
381343,TCMGJZF0016,MGJZF56,Reprovado,29/08/2026,AVENIDA RIO BRANCO 1871,ZONA DA MATA,André Valério de Paiva
427796,TCMGVDO0001,MGVDO02,Aguardando Aprovação,07/10/2026,BARBACENA SN,METROPOLITANO,Leandro de Menezes Assunção
417163,TCMGDIS0001,MGDIS01,Liberado,22/09/2026,BOA VISTA   CORREGO DO BURRO- SN,ZONA DA MATA,André Valério de Paiva
428035,TCMGSME0001,MGSME01,Aguardando Aprovação,17/10/2026,BOA VISTA  VISTA ALEGRE SN,LESTE,Paulo De Freitas Pereira
417155,TCMGBCD0001,MGBCD01,Liberado,22/09/2026,BOCAINA DE MINAS 37340000- SN,ZONA DA MATA,André Valério de Paiva
417157,TCMGBJA0001,MGBJA01,Liberado,22/09/2026,BOM JARDIM DE MINAS 37310000 SN,ZONA DA MATA,André Valério de Paiva
427717,TCMGDIV0014,MGDIV26,Aguardando Aprovação,07/10/2026,BOSTON SN,METROPOLITANO,Leandro de Menezes Assunção
427817,TCMGJZF0017,MGJZF47,Aguardando Aprovação,07/10/2026,BR 040,ZONA DA MATA,André Valério de Paiva
428017,TCMGMNH0002,MGMNHR1,Aguardando Aprovação,17/10/2026,BR 116 FAZENDA STA CATARINA- SN,LESTE,Paulo De Freitas Pereira
427971,TCMGCPE0003,MGCPE01,Aguardando Aprovação,17/11/2026,BR 122,NORTE,Paulo De Freitas Pereira
427993,TEMGMCL0005,MGMCL11,Aguardando Aprovação,17/11/2026,BR 135KM 335,NORTE,Paulo De Freitas Pereira
427970,TEMGMCL0007,MGMCLR1,Aguardando Aprovação,17/10/2026,BR 135KM 391,NORTE,Paulo De Freitas Pereira
428023,TCMGRDT0002,MGRDTR1,Aguardando Aprovação,17/10/2026,BR 262- SN,LESTE,Paulo De Freitas Pereira
427732,TCMGITG0002,MGITGR1,Aguardando Aprovação,07/10/2026,BR 381 SN,METROPOLITANO,Leandro de Menezes Assunção
417098,TCMGMSP0002,MGMSPR1,Liberado,22/09/2026,BR 381- SN,SUL,Adriano Francisco de Paula
417151,TCMGBBC0003,MGBBC08,Liberado,22/09/2026,BR040- SN,ZONA DA MATA,André Valério de Paiva
428025,TCMGRSO0001,MGRSO01,Aguardando Aprovação,17/10/2026,CACHOEIRA COMPRIDA- SN,LESTE,Paulo De Freitas Pereira
417162,TCMGCYK0001,MGCYK01,Liberado,22/09/2026,CAIANA 36832000- SN,ZONA DA MATA,André Valério de Paiva
417067,TCMGEXT0001,MGEXT01,Liberado,22/09/2026,CHACARA DOIS IRMAOS- SN,SUL,Adriano Francisco de Paula
417107,TCMGPOU0001,MGPOA04,Liberado,22/09/2026,CHACARA SANTA MARIA SN,SUL,Adriano Francisco de Paula
417132,TCMGSRC0001,MGSRC01,Liberado,22/09/2026,CHACARA SAO JUDAS TADEU SN,SUL,Adriano Francisco de Paula
417166,TCMGEFZ0002,MGEFZ02,Liberado,22/09/2026,CHACARA SITIO MORRO DO WALTAIR- SN,ZONA DA MATA,André Valério de Paiva
417133,TCMGSRS0001,MGSRS01,Liberado,22/09/2026,CHACARA TOQUINHO SALES- SN,SUL,Adriano Francisco de Paula
428098,TEMGMTN0001,MGMNT80,Aguardando Aprovação,17/11/2026,CÓRREGO AFLUENTE DO TURVO- FC,LESTE,Paulo De Freitas Pereira
428073,TCMGLJN0001,MGLJN01,Aguardando Aprovação,17/11/2026,CORREGO CARVALHINHO SN,LESTE,Paulo De Freitas Pereira
428080,TCMGMNH0005,MGMNHR3,Aguardando Aprovação,17/11/2026,CORREGO DA PEROBA FAZENDA PALESTINA SN,LESTE,Paulo De Freitas Pereira
428005,TCMGBJG0001,MGBJG01,Aguardando Aprovação,17/10/2026,CORREGO DO MURICI- SN,LESTE,Paulo De Freitas Pereira
428051,TEMGINH0001,MGYAU80,Aguardando Aprovação,17/10/2026,CORREGO DO PARADO-,LESTE,Paulo De Freitas Pereira
417170,TCMGFVD0001,MGFVD01,Liberado,22/09/2026,CORREGO DO TIJUCO- SN,ZONA DA MATA,André Valério de Paiva
428006,TCMGBJG0002,MGCRN80,Aguardando Aprovação,17/10/2026,CORREGO MURICI- SN,LESTE,Paulo De Freitas Pereira
428044,TCMGTMR0001,MGTMRR1,Aguardando Aprovação,17/10/2026,CORREGO QUEBRA COCO- SN,LESTE,Paulo De Freitas Pereira
428038,TCMGSMW0003,MGSMA81,Aguardando Aprovação,17/10/2026,CORREGO SAO PAULO- SN,LESTE,Paulo De Freitas Pereira
427701,TCMGBLL0001,MGBLL01,Aguardando Aprovação,07/10/2026,COZINHEIRO- SN,METROPOLITANO,Arthur Santos de Oliveira
427636,TCMGBHO0079,MGCEN36,Aguardando Aprovação,07/10/2026,DA BAHIA- 1345,BH,Renato Parreiras
427972,TCMGCRJ0001,MGCRJ01,Aguardando Aprovação,17/11/2026,DA MANGA- SN,NORTE,Paulo De Freitas Pereira
427681,TCMGSBR0004,MGSBR08,Aguardando Aprovação,07/10/2026,DA PONTE 12,BH,Rafael Porto Alves da Cruz
427906,TCMGJZF0009,MGJZF33,Aguardando Aprovação,30/10/2026,DAS FLORES SN,ZONA DA MATA,André Valério de Paiva
427793,TCMGSXT0001,MGSXT01,Aguardando Aprovação,07/10/2026,DIVISA COM CONDOMINIO JOSE SN,METROPOLITANO,Arthur Santos de Oliveira
417110,TCMGPOU0005,MGPOA80,Liberado,22/09/2026,DO CRISTO,SUL,Adriano Francisco de Paula
427661,TCMGMOE0002,MGMOE01,Aguardando Aprovação,07/10/2026,DO CRUZEIRO,BH,Renato Parreiras
417141,TCMGVAR0007,MGVAR81,Liberado,22/09/2026,DO FORJAS/N,SUL,Adriano Francisco de Paula
417144,TCMGALP0001,MGALP02,Liberado,22/09/2026,DR HOMERO MONTEIRO DE BARROS- 406,ZONA DA MATA,André Valério de Paiva
417028,TCMGBDL0002,MGBDL80,Liberado,22/09/2026,EST ANTIGA BANDEIRA DO SUL KM 12- SN,SUL,Adriano Francisco de Paula
417169,TCMGFAS0001,MGFAS01,Liberado,22/09/2026,EST. ANTIGO CAMPO DE FUTEBOL-,ZONA DA MATA,André Valério de Paiva
417160,TCMGCRD0001,MGRSQR1,Liberado,22/09/2026,ESTRADA CARANDAI PACIENCIA- SN,ZONA DA MATA,André Valério de Paiva
428071,TCMGITM0001,MGITM01,Aguardando Aprovação,17/11/2026,ESTRADA DA FAZENDINHA- SN,LESTE,Paulo De Freitas Pereira
427909,TCMGCYD0001,MGCYD80,Aguardando Aprovação,01/11/2026,ESTRADA DA SAUDADE- KM 2-5-,ZONA DA MATA,André Valério de Paiva
417139,TCMGVAR0003,MGVAR09,Liberado,22/09/2026,ESTRADA DAS AGUAS VERDES- 100,SUL,Adriano Francisco de Paula
427769,TCMGOPR0005,MGOPR80,Aguardando Aprovação,07/10/2026,ESTRADA DE FERRO VITORIA MINAS SN,METROPOLITANO,Arthur Santos de Oliveira
428076,TCMGMLR0001,MGMLR80,Aguardando Aprovação,17/11/2026,ESTRADA DE MARLIERIA- SN,LESTE,Paulo De Freitas Pereira
417116,TCMGPSS0001,MGPASR1,Liberado,22/09/2026,ESTRADA MG050 KM13 SN,SUL,Adriano Francisco de Paula
417069,TCMGEXT0003,MGEXT03,Liberado,22/09/2026,ESTRADA MUNICIPAL- SN,SUL,Adriano Francisco de Paula
417178,TCMGPVI0002,MGPVI80,Liberado,22/09/2026,ESTRADA PALMITAL SN- SN,ZONA DA MATA,André Valério de Paiva
427770,TCMGOPR0008,MGOPR11,Aguardando Aprovação,07/10/2026,FAZ AES MIGUEL BURNIER SN,METROPOLITANO,Arthur Santos de Oliveira
428055,TCMGCXP0001,MGCXP01,Aguardando Aprovação,01/11/2026,FAZ BOA VISTA,LESTE,Paulo De Freitas Pereira
417089,TCMGLAV0002,MGLAVR2,Liberado,22/09/2026,FAZENDA BARRO PRETO- SN,SUL,Adriano Francisco de Paula
417134,TCMGSSP0001,MGSSPR1,Liberado,22/09/2026,FAZENDA BELA VISTA- SN,SUL,Adriano Francisco de Paula
428086,TCMGMTP0002,MGMTP03,Aguardando Aprovação,17/11/2026,FAZENDA BOA SORTE- SN,LESTE,Paulo De Freitas Pereira
427917,TCMGCMI0002,MGCMI02,Aguardando Aprovação,18/10/2026,FAZENDA BOA VISTA SN,OESTE,Arthur Gomes de Paulo
427768,TCMGOPR0002,MGOPRR2,Aguardando Aprovação,07/10/2026,FAZENDA BOM RETIRO SN,METROPOLITANO,Arthur Santos de Oliveira
427967,TCMGPOR0003,MGPTH80,Aguardando Aprovação,17/10/2026,FAZENDA BOM SUCESSO-,NORTE,Paulo De Freitas Pereira
427957,TCMGCPE0002,MGCPER3,Aguardando Aprovação,17/10/2026,FAZENDA BOM SUCESSO- SN,NORTE,Paulo De Freitas Pereira
427975,TCMGFCS0001,MGFCS01,Aguardando Aprovação,17/11/2026,FAZENDA BREJO DAS ALMAS SN,NORTE,Paulo De Freitas Pereira
427976,TCMGIBC0001,MGIBC80,Aguardando Aprovação,17/11/2026,FAZENDA BURITI- SN,NORTE,Paulo De Freitas Pereira
427956,TCMGCPE0001,MGCPER2,Aguardando Aprovação,17/10/2026,FAZENDA CAATINGA DE CANA BRAVA SN,NORTE,Paulo De Freitas Pereira
427723,TCMGDQM0002,MGDQM02,Aguardando Aprovação,07/10/2026,FAZENDA CAIANA SN,METROPOLITANO,Leandro de Menezes Assunção
427755,TCMGMRN0007,MGMRN80,Aguardando Aprovação,07/10/2026,FAZENDA CANDEIAS SN,METROPOLITANO,Arthur Santos de Oliveira
427664,TCMGNLM0002,MGNVL13,Aguardando Aprovação,07/10/2026,FAZENDA CAPITAO DO MATO SN,BH,Renato Parreiras
427998,TCMGADS0001,MGADS01,Aguardando Aprovação,17/10/2026,FAZENDA CAXAMBU- SN,LESTE,Paulo De Freitas Pereira
428088,TCMGNAQ0001,MGNAQR1,Aguardando Aprovação,17/11/2026,FAZENDA DA FELIDADE SN,LESTE,Paulo De Freitas Pereira
428039,TCMGSPA0001,MGSPA01,Aguardando Aprovação,17/10/2026,FAZENDA DO CORREGO MONJOLO SN,LESTE,Paulo De Freitas Pereira
427794,TCMGSYX0001,MGSYX01,Aguardando Aprovação,07/10/2026,FAZENDA DO ENGENHO- SN,METROPOLITANO,Arthur Santos de Oliveira
427720,TCMGDQM0001,MGDQM80,Aguardando Aprovação,07/10/2026,FAZENDA DO GAIA SN,METROPOLITANO,Leandro de Menezes Assunção
427974,TCMGEPS0001,MGEPS01,Aguardando Aprovação,17/11/2026,FAZENDA ENGENHO- SN,NORTE,Paulo De Freitas Pereira
428028,TCMGSAG0002,MGSAG80,Aguardando Aprovação,17/10/2026,FAZENDA ESTRELA DO SUL- SN,LESTE,Paulo De Freitas Pereira
427986,TCMGPOR0001,MGJNB02,Aguardando Aprovação,17/11/2026,FAZENDA GAMELEIRA- SN,NORTE,Paulo De Freitas Pereira
427968,TCMGVED0001,MGVED80,Aguardando Aprovação,17/10/2026,FAZENDA GUANABARA-,NORTE,Paulo De Freitas Pereira
427988,TCMGPRP0001,MGPRP80,Aguardando Aprovação,17/11/2026,FAZENDA MARAMBAIA  ESTRADA DA UNIAGRO KM 07,NORTE,Paulo De Freitas Pereira
417119,TCMGRBV0001,MGPERR1,Liberado,22/09/2026,FAZENDA MONTE ALEGRE- SN,SUL,Adriano Francisco de Paula
417076,TCMGIDM0001,MGIDM01,Liberado,22/09/2026,FAZENDA MONTE ALTO- SN,SUL,Adriano Francisco de Paula
